data_source,signal,geo_value,time_value,source,geo_type,time_type,issue,lag,missing_value,missing_stderr,missing_sample_size,value,stderr,sample_size
jhu-csse,confirmed_incidence_num,ak,2020-09-26,jhu-csse,state,day,2023-03-03,888,0,5,5,120.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-27,jhu-csse,state,day,2023-03-03,887,0,5,5,110.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-28,jhu-csse,state,day,2023-03-03,886,0,5,5,118.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-29,jhu-csse,state,day,2023-03-03,885,0,5,5,121.0,,
jhu-csse,confirmed_incidence_num,ak,2020-09-30,jhu-csse,state,day,2023-03-03,884,0,5,5,108.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-01,jhu-csse,state,day,2023-03-03,883,0,5,5,138.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-02,jhu-csse,state,day,2023-03-03,882,0,5,5,145.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-03,jhu-csse,state,day,2023-03-03,881,0,5,5,140.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-04,jhu-csse,state,day,2023-03-03,880,0,5,5,143.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-05,jhu-csse,state,day,2023-03-03,879,0,5,5,198.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-06,jhu-csse,state,day,2023-03-03,878,0,5,5,151.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-07,jhu-csse,state,day,2023-03-03,877,0,5,5,125.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-08,jhu-csse,state,day,2023-03-03,876,0,5,5,138.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-09,jhu-csse,state,day,2023-03-03,875,0,5,5,188.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-10,jhu-csse,state,day,2023-03-03,874,0,5,5,234.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-11,jhu-csse,state,day,2023-03-03,873,0,5,5,246.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-12,jhu-csse,state,day,2023-03-03,872,0,5,5,196.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-13,jhu-csse,state,day,2023-03-03,871,0,5,5,155.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-14,jhu-csse,state,day,2023-03-03,870,0,5,5,166.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-15,jhu-csse,state,day,2023-03-03,869,0,5,5,172.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-16,jhu-csse,state,day,2023-03-03,868,0,5,5,219.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-17,jhu-csse,state,day,2023-03-03,867,0,5,5,207.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-18,jhu-csse,state,day,2023-03-03,866,0,5,5,213.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-19,jhu-csse,state,day,2023-03-03,865,0,5,5,201.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-20,jhu-csse,state,day,2023-03-03,864,0,5,5,229.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-21,jhu-csse,state,day,2023-03-03,863,0,5,5,222.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-22,jhu-csse,state,day,2023-03-03,862,0,5,5,166.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-23,jhu-csse,state,day,2023-03-03,861,0,5,5,250.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-24,jhu-csse,state,day,2023-03-03,860,0,5,5,314.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-25,jhu-csse,state,day,2023-03-03,859,0,5,5,504.0,,
jhu-csse,confirmed_incidence_num,ak,2020-10-26,jhu-csse,state,day,2023-03-03,858,0,5,5,340.0,,
